,sentence,slot,intent,label
668,will there be wind on january 24 2019 in ransom,O O O B-condition_description O B-timeRange I-timeRange I-timeRange O B-city,GetWeather,2
669,when is sunrise in american samoa,O O B-timeRange O B-country I-country,GetWeather,2
670,i want to hear a top-50 track from takahito eguchi on google music,O O O O O B-sort B-music_item O B-artist I-artist O B-service I-service,PlayMusic,3
671,play phil spalding soundtrack from the seventies,O B-artist I-artist B-music_item O O B-year,PlayMusic,3
672,the mad scientist hall of fame gets only a two out of 6,B-object_name I-object_name I-object_name I-object_name I-object_name I-object_name O O O B-rating_value O O B-best_rating,RateBook,4
673,i would rate oblivion: stories a two,O O O B-object_name I-object_name O B-rating_value,RateBook,4
674,can i book a restaurant that serves pastelaria in takilma virgin islands,O O O O B-restaurant_type O O B-cuisine O B-city B-state I-state,BookRestaurant,1
675,search for trailer jazz impressions of the u s a,O O B-object_type B-object_name I-object_name I-object_name I-object_name I-object_name I-object_name I-object_name,SearchCreativeWork,5
676,how is the forecast for ok,O O O O O B-state,GetWeather,2
677,play movement by duane allman,O B-music_item O B-artist I-artist,PlayMusic,3
678,find movie times for nine pm,O B-object_type I-object_type O B-timeRange I-timeRange,SearchScreeningEvent,6
679,add this song to brooklyn beat,O O B-music_item O B-playlist I-playlist,AddToPlaylist,0
680,add htoo ein thin to my brooklyn beat playlist,O B-artist I-artist I-artist O B-playlist_owner B-playlist I-playlist O,AddToPlaylist,0
681,i d like to watch episodes from the tv series the secret of queen anne or musketeers thirty years after,O O O O O O O O B-object_type I-object_type B-object_name I-object_name I-object_name I-object_name I-object_name I-object_name I-object_name I-object_name I-object_name I-object_name,SearchCreativeWork,5
682,what time is summer school playing,O O O B-movie_name I-movie_name O,SearchScreeningEvent,6
683,play some music from 2011 on lastfm,O O O O B-year O B-service,PlayMusic,3
684,add the artist todd snider to my electro latino playlist,O O B-music_item B-artist I-artist O B-playlist_owner B-playlist I-playlist O,AddToPlaylist,0
685,make me a reservation in hardesty at a joint the is indoor,O O O O O B-city O O B-restaurant_type O O B-facility,BookRestaurant,1
686,show me bâton rouge,O O B-object_name I-object_name,SearchCreativeWork,5
687,play music from the list indie electronics,O O O O O B-playlist I-playlist,PlayMusic,3
688,i need to book a restaurant for five in liberia at the maisonette,O O O O O B-restaurant_type O B-party_size_number O B-country O B-restaurant_name I-restaurant_name,BookRestaurant,1
689,weather for turtle river state park,O O B-geographic_poi I-geographic_poi I-geographic_poi I-geographic_poi,GetWeather,2
690,play the album qr iii by bobby bare,O O B-music_item B-album I-album O B-artist I-artist,PlayMusic,3
691,rate this series two of 6,O B-object_select B-object_part_of_series_type B-rating_value O B-best_rating,RateBook,4
692,will it get windy in ocean breeze park,O O O B-condition_description O B-city I-city I-city,GetWeather,2
693,i want the movie perseo miranda and his theatre,O O O B-object_type B-object_name I-object_name I-object_name I-object_name I-object_name,SearchCreativeWork,5
694,rate the woven path one stars,O B-object_name I-object_name I-object_name B-rating_value B-rating_unit,RateBook,4
695,play some music on groove shark,O O O O B-service I-service,PlayMusic,3
696,add this album to my forever country playlist,O O B-music_item O B-playlist_owner B-playlist I-playlist O,AddToPlaylist,0
697,what theater is showing from paris with love and when,O O O O B-movie_name I-movie_name I-movie_name I-movie_name O O,SearchScreeningEvent,6
698,book a table for january the twentieth at a place far from your daughter s campus,O O O O B-timeRange I-timeRange I-timeRange O O O B-spatial_relation O B-poi I-poi I-poi I-poi,BookRestaurant,1
699,can i get the movie schedules,O O O O B-object_type I-object_type,SearchScreeningEvent,6
700,add track to hit remix,O B-music_item O B-playlist I-playlist,AddToPlaylist,0
701,open groove shark and play sound track from dj cameo,O B-service I-service O O B-music_item I-music_item O B-artist I-artist,PlayMusic,3
702,this album deserves a 0 of 6 possible,B-object_select B-object_type O O B-rating_value O B-best_rating O,RateBook,4
703,book a restaurant for 2 at top-rated hoonah tn,O O B-restaurant_type O B-party_size_number O B-sort B-city B-state,BookRestaurant,1
704,book a restaurant,O O B-restaurant_type,BookRestaurant,1
705,find the last angry moose,O B-object_name I-object_name I-object_name I-object_name,SearchCreativeWork,5
706,what is the movie schedules at for douglas theatre company at 0 p m,O O O B-object_type I-object_type O O B-location_name I-location_name I-location_name O B-timeRange I-timeRange I-timeRange,SearchScreeningEvent,6
707,play music from 2012 on google music,O O O B-year O B-service I-service,PlayMusic,3
708,add 2120 south michigan avenue to my laundry playlist,O B-entity_name I-entity_name I-entity_name I-entity_name O B-playlist_owner B-playlist O,AddToPlaylist,0
709,find the movie schedule for animated movies in the area,O O B-object_type I-object_type O B-movie_type I-movie_type B-spatial_relation I-spatial_relation I-spatial_relation,SearchScreeningEvent,6
710,i need a top-rated gastropub for 5 in dc in conshohocken on jul the 18th 2024,O O O B-sort B-restaurant_type O B-party_size_number O B-state O B-city O B-timeRange I-timeRange I-timeRange I-timeRange,BookRestaurant,1
711,find the flying scotsman,O B-object_name I-object_name I-object_name,SearchCreativeWork,5
712,i m looking to book a reservation in aruba at a place nearby,O O O O O O O O B-country O O O B-spatial_relation,BookRestaurant,1
713,find the movie schedule for movies close by,O O B-object_type I-object_type O B-movie_type B-spatial_relation I-spatial_relation,SearchScreeningEvent,6
714,in bon secour national wildlife refuge at twelve pm will it be chilly,O B-geographic_poi I-geographic_poi I-geographic_poi I-geographic_poi I-geographic_poi O B-timeRange I-timeRange O O O B-condition_temperature,GetWeather,2
715,put hampartsoum limondjian in running to rock 170 to 190 bpm,O B-artist I-artist O B-playlist I-playlist I-playlist I-playlist I-playlist I-playlist I-playlist,AddToPlaylist,0
716,i want to listen to speed metal symphony,O O O O O B-album I-album I-album,PlayMusic,3
717,this album deserves to be rated one out of 6,B-object_select B-object_type O O O O B-rating_value O O B-best_rating,RateBook,4
718,add the nastya kamenskih song to my the martin garrix show playlist,O O B-artist I-artist B-music_item O B-playlist_owner B-playlist I-playlist I-playlist I-playlist O,AddToPlaylist,0
719,find a movie house nearest for films,O O B-object_location_type I-object_location_type B-spatial_relation O B-movie_type,SearchScreeningEvent,6
720,give me the forecast for here on february the sixteenth 2022,O O O O O B-current_location O B-timeRange I-timeRange I-timeRange I-timeRange,GetWeather,2
721,rate the current essay zero points,O O B-object_select B-object_type B-rating_value B-rating_unit,RateBook,4
722,add song to my el mejor pop en español,O B-music_item O B-playlist_owner B-playlist I-playlist I-playlist I-playlist I-playlist,AddToPlaylist,0
723,what s the weather forecast for the dominican republic,O O O O O O O B-country I-country,GetWeather,2
724,can you add honey hush to hits of the 60s,O O O B-entity_name I-entity_name O B-playlist I-playlist I-playlist I-playlist,AddToPlaylist,0
725,i m looking for the trailer to evil or divine - live in new york city,O O O O O B-object_type O B-object_name I-object_name I-object_name I-object_name I-object_name I-object_name I-object_name I-object_name I-object_name,SearchCreativeWork,5
726,add this song to my love hurts playlist,O O B-music_item O B-playlist_owner B-playlist I-playlist O,AddToPlaylist,0
727,play eighties music,O B-year O,PlayMusic,3
728,i would like to rate the current book i am reading 0 stars,O O O O O O B-object_select B-object_type O O O B-rating_value B-rating_unit,RateBook,4
729,play a popular sort of fifties tune music,O O B-sort O O B-year B-music_item O,PlayMusic,3
730,rate this essay a 3,O B-object_select B-object_type O B-rating_value,RateBook,4
731,me and imelda want a reservation in missouri at seven am,B-party_size_description I-party_size_description I-party_size_description O O O O B-state O B-timeRange I-timeRange,BookRestaurant,1
732,give 5 out of 6 points to absolutely positively not series,O B-rating_value O O B-best_rating B-rating_unit O B-object_name I-object_name I-object_name B-object_part_of_series_type,RateBook,4
733,find a book called outpost firewall pro,O O B-object_type O B-object_name I-object_name I-object_name,SearchCreativeWork,5
734,play some eddie vinson on deezer,O O B-artist I-artist O B-service,PlayMusic,3
735,rate lords of the rim zero stars,O B-object_name I-object_name I-object_name I-object_name B-rating_value B-rating_unit,RateBook,4
736,add this tune to my wine & dine playlist,O O B-music_item O B-playlist_owner B-playlist I-playlist I-playlist O,AddToPlaylist,0
737,the voyage of the dawn treader deserves 5 points,B-object_name I-object_name I-object_name I-object_name I-object_name I-object_name O B-rating_value B-rating_unit,RateBook,4
738,tell me the weather forecast for carmichaels gambia at one am,O O O O O O B-city B-country O B-timeRange I-timeRange,GetWeather,2
739,i want television show come again smith,O O B-object_type I-object_type B-object_name I-object_name I-object_name,SearchCreativeWork,5
740,i want to hear some twenties music from billy sheehan,O O O O O B-year O O B-artist I-artist,PlayMusic,3
741,add the tune to my chill hits playlist,O O B-music_item O B-playlist_owner B-playlist I-playlist O,AddToPlaylist,0
742,i want to book a restaurant in neshanic station nigeria for 06:18:13 pm,O O O O O O O B-city I-city B-country O B-timeRange I-timeRange,GetWeather,2
743,will it get hotter in hext,O O O B-condition_temperature O B-city,GetWeather,2
744,i want to watch the trailer ad nauseam,O O O O O B-object_type B-object_name I-object_name,SearchCreativeWork,5
745,will it be getting warmer in rainbow falls provincial park,O O O O B-condition_temperature O B-geographic_poi I-geographic_poi I-geographic_poi I-geographic_poi,GetWeather,2
746,what time is the closet cinema playing movies the closest,O O O O O B-object_location_type O B-movie_type O B-spatial_relation,SearchScreeningEvent,6
747,book a food court in raytown arizona that serves green bean casserole on july 20th,O O B-restaurant_type I-restaurant_type O B-city B-state O O B-served_dish I-served_dish I-served_dish O B-timeRange I-timeRange,BookRestaurant,1
748,rate the agent of death with five stars out of 6,O B-object_name I-object_name I-object_name I-object_name O B-rating_value B-rating_unit O O B-best_rating,RateBook,4
749,i am giving this current novel 1 out of 6 stars,O O O O B-object_select B-object_type B-rating_value O O B-best_rating B-rating_unit,RateBook,4
750,find good night and good luck at a cinemark theatres,O B-movie_name I-movie_name I-movie_name I-movie_name I-movie_name O O B-location_name I-location_name,SearchScreeningEvent,6
751,play isham jones,O B-artist I-artist,PlayMusic,3
752,show fog conditions at 7 am in nh,O B-condition_description O O B-timeRange I-timeRange O B-state,GetWeather,2
753,look for the creative work the testament of gideon mack,O O O O O B-object_name I-object_name I-object_name I-object_name I-object_name,SearchCreativeWork,5
754,what time will in the name of the son be playing,O O O B-movie_name I-movie_name I-movie_name I-movie_name I-movie_name I-movie_name O O,SearchScreeningEvent,6
755,rate through distant worlds and times 5 of 6 points,O B-object_name I-object_name I-object_name I-object_name I-object_name B-rating_value O B-best_rating B-rating_unit,RateBook,4
756,when is longwave going to be playing,O O B-movie_name O O O O,SearchScreeningEvent,6
